0,1,2,label
889.396804663086,10.133246399489824,156832.703125,Fake
406.16739789428703,8.964441744799199,122128.2890625,Fake
498.9903856063842,9.804734435893636,128801.3359375,Fake
549.931170501709,11.50222454282622,146181.609375,Fake
613.9399085678101,10.230575802465863,150253.25,Fake
346.6495827575684,10.526127712697747,116943.375,Fake
1103.228569281006,15.940549321491359,196404.375,Fake
691.3127446884156,11.534393286654092,150349.859375,Fake
1925.6375280624388,15.520994500613874,223114.375,Fake
117.18062740325928,6.8014432905789155,78059.3359375,Fake
1871.8035865463253,14.68631258165554,228902.96875,Fake
443.90147770843504,9.809219072311201,121559.078125,Fake
902.5669369979857,14.069297377144444,179006.984375,Fake
820.061918334961,11.487614657854078,160834.3125,Fake
355.72517807006835,9.038276892988838,115027.703125,Fake
1383.0178979110717,12.278213037949518,194913.46875,Fake
2353.711876463318,14.719194850463069,235653.515625,Fake
1744.581937109375,15.113236256071566,221173.75,Fake
208.12219683685305,10.93947342799625,104559.265625,Fake
884.2266679550171,13.824129210821928,184025.21875,Fake
1251.643482420349,13.197674058769731,189952.40625,Fake
832.8185599838257,11.385231618154439,161579.78125,Fake
682.2477964782715,10.260938328003624,147495.59375,Fake
1247.2517010360718,11.351570238297434,178114.65625,Fake
429.8756396102906,11.275079812589954,136479.015625,Fake
790.1038958740235,11.53676588942933,159495.09375,Fake
2646.29016708374,24.882791351541254,316736.4375,Fake
293.943896484375,8.840611842458838,108656.90625,Fake
1093.5360028060913,11.65919671093751,177084.78125,Fake
443.07946273803714,8.082500622245185,124766.15625,Fake
2012.7163251708987,13.712099751308838,223903.96875,Fake
239.80868007659913,8.863317437398583,105412.625,Fake
472.0078144470215,10.563922924449564,129581.21875,Fake
399.8036962646484,7.429465197778372,111399.046875,Fake
245.2379173278809,7.95225606132271,98696.671875,Fake
748.213281225586,10.470499102948429,158516.125,Fake
485.16470732269295,10.814545976946977,138740.84375,Fake
542.5074053710938,9.861634131034016,134802.59375,Fake
614.003509375,9.860897346812562,143584.734375,Fake
470.14726182708745,11.237405101405129,139417.96875,Fake
843.1620100036621,12.656576036502667,169516.859375,Fake
1554.8000554443358,16.286745526912323,230655.59375,Fake
2054.5652766708376,14.449189699889699,224161.96875,Fake
1590.7337997802738,17.04244748801756,227234.78125,Fake
308.6631169677734,8.442096982672243,103386.8046875,Fake
1420.2108201766966,16.127423482490745,218432.6875,Fake
534.844093939209,7.897029144654556,120396.0625,Fake
1288.4274302841186,16.7591553337273,222877.59375,Fake
307.2190463806152,8.016263947182532,104504.75,Fake
329.10009883880616,8.955459207063313,115130.1328125,Fake
928.0498500427245,7.819024269520065,145622.09375,Fake
1735.4413169540403,15.275819228459929,226992.953125,Fake
852.1728929138184,13.272513331386639,177884.859375,Fake
523.8087010192871,9.051378865951863,130631.6328125,Fake
1315.7467790466308,12.072195419479169,184304.4375,Fake
873.079912095642,12.52800506517642,175724.828125,Fake
551.3780549789429,10.222155127189959,141446.328125,Fake
1070.8024131332397,11.037359139637697,170581.5,Fake
374.78394470214846,8.588576573483744,115492.546875,Fake
782.3990796371461,14.93730804008457,185913.328125,Fake
2154.9457171875,14.518713031828478,225199.1875,Fake
289.78036800384524,6.9538675147780875,94864.796875,Fake
950.4375967773439,13.73889315260126,192330.328125,Fake
511.71118923187254,10.172429631576472,136112.28125,Fake
3666.1909248519896,16.88538369693664,284475.5625,Fake
541.0259801010131,9.130122159075883,131977.375,Fake
3043.082229917908,21.16963805006828,305786.1875,Fake
854.9618109375001,13.222740222222289,172706.1875,Fake
1352.0681454833984,12.8690599834797,204567.953125,Fake
3055.3054139648434,18.31653368277808,284157.3125,Fake
591.3770781112671,14.268321314704425,162066.328125,Fake
657.8771866210938,11.48907759905679,156457.90625,Fake
1741.324339746094,14.853931270688445,219432.3125,Fake
434.80430075683586,8.435702758530168,122361.6875,Fake
513.489403100586,10.884359566768778,137651.53125,Fake
516.9370621093751,8.27821874799455,119159.859375,Fake
1143.9914164489744,15.077240938299141,192414.015625,Fake
713.6088436523438,11.878999782803426,156721.40625,Fake
1149.3732809310911,14.725653154948473,196360.421875,Fake
1113.8344106674194,14.393966261808933,182688.375,Fake
450.14746688842774,9.586207742472308,122073.4140625,Fake
1386.5793244567872,14.868404521916393,208115.5,Fake
1610.735433984375,18.682942995801685,239350.84375,Fake
1217.740890184021,13.383828496897854,186984.375,Fake
804.5196637634276,11.556200919311678,163495.75,Fake
793.5539465194702,12.842437585014773,170612.75,Fake
